game_id,date,home_team,away_team,home_score,away_score,sport,league,competition_type,neutral_site
m398,2023-12-29,USA,Tunisia,4,2,soccer,international,league,0
m399,2023-12-30,USA,Mexico,4,0,soccer,international,tournament,1
m400,2023-12-31,USA,Croatia,2,0,soccer,international,qualifier,0
m401,2023-12-31,USA,France,1,2,soccer,international,qualifier,0
m402,2024-01-01,USA,Japan,1,2,soccer,international,friendly,0
m403,2024-01-02,USA,Argentina,2,1,soccer,international,league,0
m404,2024-01-03,USA,Iran,1,1,soccer,international,tournament,1
m405,2024-01-04,USA,South Korea,1,3,soccer,international,qualifier,0
m406,2024-01-05,USA,Spain,0,3,soccer,international,qualifier,0
m407,2024-01-06,USA,Brazil,0,2,soccer,international,friendly,0
m408,2024-01-07,Nigeria,Tunisia,1,1,soccer,international,league,0
m409,2024-01-08,Nigeria,Mexico,2,1,soccer,international,tournament,1
m410,2024-01-09,Nigeria,Croatia,1,1,soccer,international,qualifier,0
m411,2024-01-09,Nigeria,France,3,2,soccer,international,qualifier,0
m412,2024-01-10,Nigeria,Japan,2,1,soccer,international,friendly,0
m413,2024-01-11,Nigeria,Argentina,4,2,soccer,international,league,0
m414,2024-01-12,Nigeria,Iran,0,3,soccer,international,tournament,1
m415,2024-01-13,Nigeria,South Korea,0,1,soccer,international,qualifier,0
m416,2024-01-14,Nigeria,Spain,1,4,soccer,international,qualifier,0
m417,2024-01-15,Nigeria,Brazil,1,3,soccer,international,friendly,0
m418,2024-01-16,Tunisia,Mexico,3,1,soccer,international,league,0
m419,2024-01-17,Tunisia,Croatia,3,1,soccer,international,tournament,1
m420,2024-01-18,Tunisia,France,1,2,soccer,international,qualifier,0
m421,2024-01-18,Tunisia,Japan,1,1,soccer,international,qualifier,0
m422,2024-01-19,Tunisia,Argentina,3,2,soccer,international,friendly,0
m423,2024-01-20,Tunisia,Iran,1,0,soccer,international,league,0
m424,2024-01-21,Tunisia,South Korea,2,2,soccer,international,tournament,1
m425,2024-01-22,Tunisia,Spain,0,2,soccer,international,qualifier,0
m426,2024-01-23,Tunisia,Brazil,1,3,soccer,international,qualifier,0
m427,2024-01-24,Mexico,Croatia,3,1,soccer,international,friendly,0
m428,2024-01-25,Mexico,France,0,3,soccer,international,league,0
m429,2024-01-26,Mexico,Japan,1,2,soccer,international,tournament,1
m430,2024-01-27,Mexico,Argentina,3,2,soccer,international,qualifier,0
m431,2024-01-27,Mexico,Iran,2,1,soccer,international,qualifier,0
m432,2024-01-28,Mexico,South Korea,8,0,soccer,international,friendly,0
m433,2024-01-29,Mexico,Spain,1,2,soccer,international,league,0
m434,2024-01-30,Mexico,Brazil,2,2,soccer,international,tournament,1
m435,2024-01-31,Croatia,France,2,2,soccer,international,qualifier,0
m436,2024-02-01,Croatia,Japan,3,1,soccer,international,qualifier,0
m437,2024-02-02,Croatia,Argentina,6,1,soccer,international,friendly,0
m438,2024-02-03,Croatia,Iran,0,2,soccer,international,league,0
m439,2024-02-04,Croatia,South Korea,1,3,soccer,international,tournament,1
m440,2024-02-05,Croatia,Spain,5,0,soccer,international,qualifier,0
m441,2024-02-05,Croatia,Brazil,0,1,soccer,international,qualifier,0
m442,2024-02-06,France,Japan,5,5,soccer,international,friendly,0
m443,2024-02-07,France,Argentina,3,2,soccer,international,league,0
m444,2024-02-08,France,Iran,1,2,soccer,international,tournament,1
m445,2024-02-09,France,South Korea,5,0,soccer,international,qualifier,0
m446,2024-02-10,France,Spain,8,7,soccer,international,qualifier,0
m447,2024-02-11,France,Brazil,2,0,soccer,international,friendly,0
m448,2024-02-12,Japan,Argentina,2,0,soccer,international,league,0
m449,2024-02-13,Japan,Iran,5,0,soccer,international,tournament,1
m450,2024-02-14,Japan,South Korea,3,0,soccer,international,qualifier,0
m451,2024-02-14,Japan,Spain,0,2,soccer,international,qualifier,0
m452,2024-02-15,Japan,Brazil,2,4,soccer,international,friendly,0
m453,2024-02-16,Argentina,Iran,2,3,soccer,international,league,0
m454,2024-02-17,Argentina,South Korea,3,1,soccer,international,tournament,1
m455,2024-02-18,Argentina,Spain,3,4,soccer,international,qualifier,0
m456,2024-02-19,Argentina,Brazil,3,6,soccer,international,qualifier,0
m457,2024-02-20,Iran,South Korea,2,2,soccer,international,friendly,0
m458,2024-02-21,Iran,Spain,2,0,soccer,international,league,0
m459,2024-02-22,Iran,Brazil,1,4,soccer,international,tournament,1
m460,2024-02-23,South Korea,Spain,2,3,soccer,international,qualifier,0
m461,2024-02-23,South Korea,Brazil,1,2,soccer,international,qualifier,0
m462,2024-02-24,Spain,Brazil,1,3,soccer,international,friendly,0
m463,2024-02-25,Tunisia,Iran,1,0,soccer,international,league,0
m464,2024-02-26,Tunisia,Croatia,0,1,soccer,international,tournament,1
m465,2024-02-27,Tunisia,USA,1,1,soccer,international,qualifier,0
m466,2024-02-28,Tunisia,France,5,1,soccer,international,qualifier,0
m467,2024-02-29,Tunisia,Spain,3,3,soccer,international,friendly,0
m468,2024-03-01,Tunisia,Mexico,1,1,soccer,international,league,0
m469,2024-03-02,Tunisia,Argentina,0,3,soccer,international,tournament,1
m470,2024-03-03,Tunisia,Nigeria,0,0,soccer,international,qualifier,0
m471,2024-03-03,Tunisia,South Korea,3,1,soccer,international,qualifier,0
m472,2024-03-04,Tunisia,Japan,4,0,soccer,international,friendly,0
m473,2024-03-05,Tunisia,Brazil,3,5,soccer,international,league,0
m474,2024-03-06,Iran,Croatia,2,2,soccer,international,tournament,1
m475,2024-03-07,Iran,USA,6,1,soccer,international,qualifier,0
m476,2024-03-08,Iran,France,2,1,soccer,international,qualifier,0
m477,2024-03-09,Iran,Spain,2,2,soccer,international,friendly,0
m478,2024-03-10,Iran,Mexico,2,1,soccer,international,league,0
m479,2024-03-11,Iran,Argentina,1,3,soccer,international,tournament,1
m480,2024-03-12,Iran,Nigeria,2,3,soccer,international,qualifier,0
m481,2024-03-12,Iran,South Korea,2,2,soccer,international,qualifier,0
m482,2024-03-13,Iran,Japan,0,1,soccer,international,friendly,0
m483,2024-03-14,Iran,Brazil,2,2,soccer,international,league,0
m484,2024-03-15,Croatia,USA,2,1,soccer,international,tournament,1
m485,2024-03-16,Croatia,France,1,1,soccer,international,qualifier,0
m486,2024-03-17,Croatia,Spain,0,2,soccer,international,qualifier,0
m487,2024-03-18,Croatia,Mexico,1,3,soccer,international,friendly,0
m488,2024-03-19,Croatia,Argentina,3,3,soccer,international,league,0
m489,2024-03-20,Croatia,Nigeria,2,3,soccer,international,tournament,1
m490,2024-03-21,Croatia,South Korea,1,2,soccer,international,qualifier,0
m491,2024-03-21,Croatia,Japan,3,2,soccer,international,qualifier,0
m492,2024-03-22,Croatia,Brazil,2,3,soccer,international,friendly,0
m493,2024-03-23,USA,France,0,0,soccer,international,league,0
m494,2024-03-24,USA,Spain,2,4,soccer,international,tournament,1
m495,2024-03-25,USA,Mexico,2,3,soccer,international,qualifier,0
m496,2024-03-26,USA,Argentina,1,1,soccer,international,qualifier,0
m497,2024-03-27,USA,Nigeria,3,4,soccer,international,friendly,0
m498,2024-03-28,USA,South Korea,2,3,soccer,international,league,0
m499,2024-03-29,USA,Japan,3,1,soccer,international,tournament,1
m500,2024-03-30,USA,Brazil,1,3,soccer,international,qualifier,0
m501,2024-03-30,France,Spain,4,2,soccer,international,qualifier,0
m502,2024-03-31,France,Mexico,4,1,soccer,international,friendly,0
m503,2024-04-01,France,Argentina,2,2,soccer,international,league,0
m504,2024-04-02,France,Nigeria,4,1,soccer,international,tournament,1
m505,2024-04-03,France,South Korea,2,1,soccer,international,qualifier,0
m506,2024-04-04,France,Japan,6,0,soccer,international,qualifier,0
m507,2024-04-05,France,Brazil,3,1,soccer,international,friendly,0
m508,2024-04-06,Spain,Mexico,4,0,soccer,international,league,0
m509,2024-04-07,Spain,Argentina,4,7,soccer,international,tournament,1
m510,2024-04-08,Spain,Nigeria,3,0,soccer,international,qualifier,0
m511,2024-04-08,Spain,South Korea,2,3,soccer,international,qualifier,0
m512,2024-04-09,Spain,Japan,4,1,soccer,international,friendly,0
m513,2024-04-10,Spain,Brazil,0,3,soccer,international,league,0
m514,2024-04-11,Mexico,Argentina,3,5,soccer,international,tournament,1
m515,2024-04-12,Mexico,Nigeria,3,1,soccer,international,qualifier,0
m516,2024-04-13,Mexico,South Korea,1,2,soccer,international,qualifier,0
m517,2024-04-14,Mexico,Japan,1,1,soccer,international,friendly,0
m518,2024-04-15,Mexico,Brazil,3,1,soccer,international,league,0
m519,2024-04-16,Argentina,Nigeria,2,1,soccer,international,tournament,1
m520,2024-04-17,Argentina,South Korea,0,2,soccer,international,qualifier,0
m521,2024-04-17,Argentina,Japan,2,1,soccer,international,qualifier,0
m522,2024-04-18,Argentina,Brazil,2,2,soccer,international,friendly,0
m523,2024-04-19,Nigeria,South Korea,4,1,soccer,international,league,0
m524,2024-04-20,Nigeria,Japan,2,5,soccer,international,tournament,1
m525,2024-04-21,Nigeria,Brazil,1,4,soccer,international,qualifier,0
m526,2024-04-22,South Korea,Japan,1,3,soccer,international,qualifier,0
m527,2024-04-23,South Korea,Brazil,2,5,soccer,international,friendly,0
m528,2024-04-24,Japan,Brazil,3,3,soccer,international,league,0
m529,2024-04-25,France,Nigeria,3,1,soccer,international,tournament,1
m530,2024-04-26,France,Mexico,7,2,soccer,international,qualifier,0
m531,2024-04-26,France,USA,9,3,soccer,international,qualifier,0
m532,2024-04-27,France,Spain,9,5,soccer,international,friendly,0
m533,2024-04-28,France,Iran,0,1,soccer,international,league,0
m534,2024-04-29,France,South Korea,4,1,soccer,international,tournament,1
m535,2024-04-30,France,Tunisia,6,3,soccer,international,qualifier,0
m536,2024-05-01,France,Japan,4,0,soccer,international,qualifier,0
m537,2024-05-02,France,Argentina,3,1,soccer,international,friendly,0
m538,2024-05-03,France,Croatia,1,4,soccer,international,league,0
m539,2024-05-04,France,Brazil,3,3,soccer,international,tournament,1
m540,2024-05-05,Nigeria,Mexico,1,2,soccer,international,qualifier,0
m541,2024-05-05,Nigeria,USA,2,2,soccer,international,qualifier,0
m542,2024-05-06,Nigeria,Spain,1,3,soccer,international,friendly,0
m543,2024-05-07,Nigeria,Iran,0,0,soccer,international,league,0
m544,2024-05-08,Nigeria,South Korea,1,1,soccer,international,tournament,1
m545,2024-05-09,Nigeria,Tunisia,2,0,soccer,international,qualifier,0
m546,2024-05-10,Nigeria,Japan,1,1,soccer,international,qualifier,0
m547,2024-05-11,Nigeria,Argentina,1,2,soccer,international,friendly,0
m548,2024-05-12,Nigeria,Croatia,1,3,soccer,international,league,0
m549,2024-05-13,Nigeria,Brazil,0,3,soccer,international,tournament,1
m550,2024-05-14,Mexico,USA,3,1,soccer,international,qualifier,0
m551,2024-05-14,Mexico,Spain,3,1,soccer,international,qualifier,0
m552,2024-05-15,Mexico,Iran,3,3,soccer,international,friendly,0
m553,2024-05-16,Mexico,South Korea,1,1,soccer,international,league,0
m554,2024-05-17,Mexico,Tunisia,0,0,soccer,international,tournament,1
m555,2024-05-18,Mexico,Japan,4,2,soccer,international,qualifier,0
m556,2024-05-19,Mexico,Argentina,3,2,soccer,international,qualifier,0
m557,2024-05-20,Mexico,Croatia,3,2,soccer,international,friendly,0
m558,2024-05-21,Mexico,Brazil,1,3,soccer,international,league,0
m559,2024-05-22,USA,Spain,1,3,soccer,international,tournament,1
m560,2024-05-23,USA,Iran,2,1,soccer,international,qualifier,0
m561,2024-05-23,USA,South Korea,2,1,soccer,international,qualifier,0
m562,2024-05-24,USA,Tunisia,2,1,soccer,international,friendly,0
m563,2024-05-25,USA,Japan,5,1,soccer,international,league,0
m564,2024-05-26,USA,Argentina,1,2,soccer,international,tournament,1
m565,2024-05-27,USA,Croatia,3,2,soccer,international,qualifier,0
m566,2024-05-28,USA,Brazil,1,3,soccer,international,qualifier,0
m567,2024-05-29,Spain,Iran,3,4,soccer,international,friendly,0
m568,2024-05-30,Spain,South Korea,4,2,soccer,international,league,0
m569,2024-05-31,Spain,Tunisia,1,3,soccer,international,tournament,1
m570,2024-06-01,Spain,Japan,2,0,soccer,international,qualifier,0
m571,2024-06-01,Spain,Argentina,4,5,soccer,international,qualifier,0
m572,2024-06-02,Spain,Croatia,2,2,soccer,international,friendly,0
m573,2024-06-03,Spain,Brazil,0,3,soccer,international,league,0
m574,2024-06-04,Iran,South Korea,1,1,soccer,international,tournament,1
m575,2024-06-05,Iran,Tunisia,2,1,soccer,international,qualifier,0
m576,2024-06-06,Iran,Japan,1,2,soccer,international,qualifier,0
m577,2024-06-07,Iran,Argentina,2,2,soccer,international,friendly,0
m578,2024-06-08,Iran,Croatia,3,3,soccer,international,league,0
m579,2024-06-09,Iran,Brazil,2,4,soccer,international,tournament,1
m580,2024-06-10,South Korea,Tunisia,1,1,soccer,international,qualifier,0
m581,2024-06-10,South Korea,Japan,4,0,soccer,international,qualifier,0
m582,2024-06-11,South Korea,Argentina,2,0,soccer,international,friendly,0
m583,2024-06-12,South Korea,Croatia,1,1,soccer,international,league,0
m584,2024-06-13,South Korea,Brazil,3,2,soccer,international,tournament,1
m585,2024-06-14,Tunisia,Japan,1,5,soccer,international,qualifier,0
m586,2024-06-15,Tunisia,Argentina,5,4,soccer,international,qualifier,0
m587,2024-06-16,Tunisia,Croatia,0,3,soccer,international,friendly,0
m588,2024-06-17,Tunisia,Brazil,0,4,soccer,international,league,0
m589,2024-06-18,Japan,Argentina,3,2,soccer,international,tournament,1
m590,2024-06-19,Japan,Croatia,3,0,soccer,international,qualifier,0
m591,2024-06-19,Japan,Brazil,2,3,soccer,international,qualifier,0
m592,2024-06-20,Argentina,Croatia,4,1,soccer,international,friendly,0
m593,2024-06-21,Argentina,Brazil,3,3,soccer,international,league,0
m594,2024-06-22,Croatia,Brazil,2,3,soccer,international,tournament,1
m595,2024-06-23,Spain,Tunisia,1,2,soccer,international,qualifier,0
m596,2024-06-24,Spain,Nigeria,2,1,soccer,international,qualifier,0
m597,2024-06-25,Spain,Argentina,2,5,soccer,international,friendly,0
m598,2024-06-26,Spain,Japan,3,1,soccer,international,league,0
m599,2024-06-27,Spain,South Korea,6,0,soccer,international,tournament,1
m600,2024-06-28,Spain,Iran,2,2,soccer,international,qualifier,0
m601,2024-06-28,Spain,USA,4,1,soccer,international,qualifier,0
m602,2024-06-29,Spain,Croatia,3,5,soccer,international,friendly,0
m603,2024-06-30,Spain,France,2,1,soccer,international,league,0
m604,2024-07-01,Spain,Mexico,5,2,soccer,international,tournament,1
m605,2024-07-02,Spain,Brazil,3,0,soccer,international,qualifier,0
m606,2024-07-03,Tunisia,Nigeria,3,4,soccer,international,qualifier,0
m607,2024-07-04,Tunisia,Argentina,2,4,soccer,international,friendly,0
m608,2024-07-05,Tunisia,Japan,2,1,soccer,international,league,0
m609,2024-07-06,Tunisia,South Korea,0,2,soccer,international,tournament,1
m610,2024-07-07,Tunisia,Iran,2,0,soccer,international,qualifier,0
m611,2024-07-07,Tunisia,USA,1,0,soccer,international,qualifier,0
m612,2024-07-08,Tunisia,Croatia,1,2,soccer,international,friendly,0
m613,2024-07-09,Tunisia,France,1,0,soccer,international,league,0
m614,2024-07-10,Tunisia,Mexico,0,3,soccer,international,tournament,1
m615,2024-07-11,Tunisia,Brazil,2,3,soccer,international,qualifier,0
m616,2024-07-12,Nigeria,Argentina,0,1,soccer,international,qualifier,0
m617,2024-07-13,Nigeria,Japan,3,1,soccer,international,friendly,0
m618,2024-07-14,Nigeria,South Korea,0,0,soccer,international,league,0
m619,2024-07-15,Nigeria,Iran,0,2,soccer,international,tournament,1
m620,2024-07-16,Nigeria,USA,1,1,soccer,international,qualifier,0
m621,2024-07-16,Nigeria,Croatia,0,3,soccer,international,qualifier,0
m622,2024-07-17,Nigeria,France,2,4,soccer,international,friendly,0
m623,2024-07-18,Nigeria,Mexico,3,5,soccer,international,league,0
m624,2024-07-19,Nigeria,Brazil,3,1,soccer,international,tournament,1
m625,2024-07-20,Argentina,Japan,3,1,soccer,international,qualifier,0
m626,2024-07-21,Argentina,South Korea,2,0,soccer,international,qualifier,0
m627,2024-07-22,Argentina,Iran,1,3,soccer,international,friendly,0
m628,2024-07-23,Argentina,USA,5,3,soccer,international,league,0
m629,2024-07-24,Argentina,Croatia,3,1,soccer,international,tournament,1
m630,2024-07-25,Argentina,France,3,4,soccer,international,qualifier,0
m631,2024-07-25,Argentina,Mexico,2,2,soccer,international,qualifier,0
m632,2024-07-26,Argentina,Brazil,1,4,soccer,international,friendly,0
m633,2024-07-27,Japan,South Korea,3,2,soccer,international,league,0
m634,2024-07-28,Japan,Iran,1,0,soccer,international,tournament,1
m635,2024-07-29,Japan,USA,2,0,soccer,international,qualifier,0
m636,2024-07-30,Japan,Croatia,3,0,soccer,international,qualifier,0
m637,2024-07-31,Japan,France,3,1,soccer,international,friendly,0
m638,2024-08-01,Japan,Mexico,2,2,soccer,international,league,0
m639,2024-08-02,Japan,Brazil,2,4,soccer,international,tournament,1
m640,2024-08-03,South Korea,Iran,2,4,soccer,international,qualifier,0
m641,2024-08-03,South Korea,USA,2,6,soccer,international,qualifier,0
m642,2024-08-04,South Korea,Croatia,1,5,soccer,international,friendly,0
m643,2024-08-05,South Korea,France,3,1,soccer,international,league,0
m644,2024-08-06,South Korea,Mexico,3,2,soccer,international,tournament,1
m645,2024-08-07,South Korea,Brazil,0,5,soccer,international,qualifier,0
m646,2024-08-08,Iran,USA,0,1,soccer,international,qualifier,0
m647,2024-08-09,Iran,Croatia,2,2,soccer,international,friendly,0
m648,2024-08-10,Iran,France,1,6,soccer,international,league,0
m649,2024-08-11,Iran,Mexico,1,1,soccer,international,tournament,1
m650,2024-08-12,Iran,Brazil,1,1,soccer,international,qualifier,0
m651,2024-08-12,USA,Croatia,1,4,soccer,international,qualifier,0
m652,2024-08-13,USA,France,0,2,soccer,international,friendly,0
m653,2024-08-14,USA,Mexico,3,2,soccer,international,league,0
m654,2024-08-15,USA,Brazil,3,0,soccer,international,tournament,1
m655,2024-08-16,Croatia,France,1,3,soccer,international,qualifier,0
m656,2024-08-17,Croatia,Mexico,2,1,soccer,international,qualifier,0
m657,2024-08-18,Croatia,Brazil,2,1,soccer,international,friendly,0
m658,2024-08-19,France,Mexico,5,5,soccer,international,league,0
m659,2024-08-20,France,Brazil,5,4,soccer,international,tournament,1
m660,2024-08-21,Mexico,Brazil,1,3,soccer,international,qualifier,0
m661,2024-08-21,USA,Tunisia,1,2,soccer,international,qualifier,0
m662,2024-08-22,USA,Argentina,1,0,soccer,international,friendly,0
m663,2024-08-23,USA,Japan,1,2,soccer,international,league,0
m664,2024-08-24,USA,Brazil,1,2,soccer,international,tournament,1
m665,2024-08-25,USA,Croatia,1,2,soccer,international,qualifier,0
m666,2024-08-26,USA,Iran,3,2,soccer,international,qualifier,0
m667,2024-08-27,USA,Nigeria,0,5,soccer,international,friendly,0
m668,2024-08-28,USA,France,1,5,soccer,international,league,0
m669,2024-08-29,USA,Spain,1,5,soccer,international,tournament,1
m670,2024-08-30,USA,South Korea,3,2,soccer,international,qualifier,0
m671,2024-08-30,USA,Mexico,2,4,soccer,international,qualifier,0
m672,2024-08-31,Tunisia,Argentina,0,2,soccer,international,friendly,0
m673,2024-09-01,Tunisia,Japan,0,2,soccer,international,league,0
m674,2024-09-02,Tunisia,Brazil,0,3,soccer,international,tournament,1
m675,2024-09-03,Tunisia,Croatia,2,2,soccer,international,qualifier,0
m676,2024-09-04,Tunisia,Iran,2,0,soccer,international,qualifier,0
m677,2024-09-05,Tunisia,Nigeria,0,3,soccer,international,friendly,0
m678,2024-09-06,Tunisia,France,0,1,soccer,international,league,0
m679,2024-09-07,Tunisia,Spain,2,5,soccer,international,tournament,1
m680,2024-09-08,Tunisia,South Korea,3,0,soccer,international,qualifier,0
m681,2024-09-08,Tunisia,Mexico,1,3,soccer,international,qualifier,0
m682,2024-09-09,Argentina,Japan,5,0,soccer,international,friendly,0
m683,2024-09-10,Argentina,Brazil,6,3,soccer,international,league,0
m684,2024-09-11,Argentina,Croatia,5,0,soccer,international,tournament,1
m685,2024-09-12,Argentina,Iran,4,2,soccer,international,qualifier,0
m686,2024-09-13,Argentina,Nigeria,2,4,soccer,international,qualifier,0
m687,2024-09-14,Argentina,France,1,3,soccer,international,friendly,0
m688,2024-09-15,Argentina,Spain,1,3,soccer,international,league,0
m689,2024-09-16,Argentina,South Korea,3,1,soccer,international,tournament,1
m690,2024-09-17,Argentina,Mexico,1,0,soccer,international,qualifier,0
m691,2024-09-17,Japan,Brazil,2,3,soccer,international,qualifier,0
m692,2024-09-18,Japan,Croatia,2,1,soccer,international,friendly,0
m693,2024-09-19,Japan,Iran,3,5,soccer,international,league,0
m694,2024-09-20,Japan,Nigeria,1,0,soccer,international,tournament,1
m695,2024-09-21,Japan,France,4,1,soccer,international,qualifier,0
m696,2024-09-22,Japan,Spain,4,4,soccer,international,qualifier,0
m697,2024-09-23,Japan,South Korea,2,4,soccer,international,friendly,0
m698,2024-09-24,Japan,Mexico,0,2,soccer,international,league,0
m699,2024-09-25,Brazil,Croatia,4,0,soccer,international,tournament,1
m700,2024-09-26,Brazil,Iran,1,1,soccer,international,qualifier,0
m701,2024-09-26,Brazil,Nigeria,6,3,soccer,international,qualifier,0
m702,2024-09-27,Brazil,France,5,4,soccer,international,friendly,0
m703,2024-09-28,Brazil,Spain,2,2,soccer,international,league,0
m704,2024-09-29,Brazil,South Korea,1,3,soccer,international,tournament,1
m705,2024-09-30,Brazil,Mexico,3,0,soccer,international,qualifier,0
m706,2024-10-01,Croatia,Iran,1,1,soccer,international,qualifier,0
m707,2024-10-02,Croatia,Nigeria,0,2,soccer,international,friendly,0
m708,2024-10-03,Croatia,France,2,4,soccer,international,league,0
m709,2024-10-04,Croatia,Spain,1,2,soccer,international,tournament,1
m710,2024-10-05,Croatia,South Korea,5,2,soccer,international,qualifier,0
m711,2024-10-05,Croatia,Mexico,1,2,soccer,international,qualifier,0
m712,2024-10-06,Iran,Nigeria,3,2,soccer,international,friendly,0
m713,2024-10-07,Iran,France,3,2,soccer,international,league,0
m714,2024-10-08,Iran,Spain,3,0,soccer,international,tournament,1
m715,2024-10-09,Iran,South Korea,2,1,soccer,international,qualifier,0
m716,2024-10-10,Iran,Mexico,3,2,soccer,international,qualifier,0
m717,2024-10-11,Nigeria,France,0,4,soccer,international,friendly,0
m718,2024-10-12,Nigeria,Spain,0,1,soccer,international,league,0
m719,2024-10-13,Nigeria,South Korea,2,2,soccer,international,tournament,1
m720,2024-10-14,Nigeria,Mexico,0,2,soccer,international,qualifier,0
m721,2024-10-14,France,Spain,1,1,soccer,international,qualifier,0
m722,2024-10-15,France,South Korea,1,1,soccer,international,friendly,0
m723,2024-10-16,France,Mexico,6,1,soccer,international,league,0
m724,2024-10-17,Spain,South Korea,1,0,soccer,international,tournament,1
m725,2024-10-18,Spain,Mexico,2,1,soccer,international,qualifier,0
m726,2024-10-19,South Korea,Mexico,3,2,soccer,international,qualifier,0
m727,2024-10-20,Iran,Brazil,0,6,soccer,international,friendly,0
m728,2024-10-21,Iran,Nigeria,3,0,soccer,international,league,0
m729,2024-10-22,Iran,Argentina,0,2,soccer,international,tournament,1
m730,2024-10-23,Iran,Spain,5,5,soccer,international,qualifier,0
m731,2024-10-23,Iran,Tunisia,3,1,soccer,international,qualifier,0
m732,2024-10-24,Iran,France,4,3,soccer,international,friendly,0
m733,2024-10-25,Iran,Croatia,3,1,soccer,international,league,0
m734,2024-10-26,Iran,Japan,1,2,soccer,international,tournament,1
m735,2024-10-27,Iran,South Korea,3,1,soccer,international,qualifier,0
m736,2024-10-28,Iran,Mexico,0,4,soccer,international,qualifier,0
m737,2024-10-29,Iran,USA,0,1,soccer,international,friendly,0
m738,2024-10-30,Brazil,Nigeria,3,0,soccer,international,league,0
m739,2024-10-31,Brazil,Argentina,3,3,soccer,international,tournament,1
m740,2024-11-01,Brazil,Spain,1,1,soccer,international,qualifier,0
m741,2024-11-01,Brazil,Tunisia,4,3,soccer,international,qualifier,0
m742,2024-11-02,Brazil,France,2,4,soccer,international,friendly,0
m743,2024-11-03,Brazil,Croatia,4,1,soccer,international,league,0
m744,2024-11-04,Brazil,Japan,1,2,soccer,international,tournament,1
m745,2024-11-05,Brazil,South Korea,3,1,soccer,international,qualifier,0
m746,2024-11-06,Brazil,Mexico,4,3,soccer,international,qualifier,0
m747,2024-11-07,Brazil,USA,4,3,soccer,international,friendly,0
m748,2024-11-08,Nigeria,Argentina,1,4,soccer,international,league,0
m749,2024-11-09,Nigeria,Spain,0,1,soccer,international,tournament,1
m750,2024-11-10,Nigeria,Tunisia,0,1,soccer,international,qualifier,0
m751,2024-11-10,Nigeria,France,1,2,soccer,international,qualifier,0
m752,2024-11-11,Nigeria,Croatia,2,2,soccer,international,friendly,0
m753,2024-11-12,Nigeria,Japan,3,3,soccer,international,league,0
m754,2024-11-13,Nigeria,South Korea,4,2,soccer,international,tournament,1
m755,2024-11-14,Nigeria,Mexico,2,3,soccer,international,qualifier,0
m756,2024-11-15,Nigeria,USA,0,1,soccer,international,qualifier,0
m757,2024-11-16,Argentina,Spain,4,3,soccer,international,friendly,0
m758,2024-11-17,Argentina,Tunisia,5,1,soccer,international,league,0
m759,2024-11-18,Argentina,France,4,3,soccer,international,tournament,1
m760,2024-11-19,Argentina,Croatia,4,2,soccer,international,qualifier,0
m761,2024-11-19,Argentina,Japan,3,2,soccer,international,qualifier,0
m762,2024-11-20,Argentina,South Korea,6,2,soccer,international,friendly,0
m763,2024-11-21,Argentina,Mexico,2,1,soccer,international,league,0
m764,2024-11-22,Argentina,USA,1,2,soccer,international,tournament,1
m765,2024-11-23,Spain,Tunisia,2,0,soccer,international,qualifier,0
m766,2024-11-24,Spain,France,2,3,soccer,international,qualifier,0
m767,2024-11-25,Spain,Croatia,4,1,soccer,international,friendly,0
m768,2024-11-26,Spain,Japan,1,0,soccer,international,league,0
m769,2024-11-27,Spain,South Korea,1,2,soccer,international,tournament,1
m770,2024-11-28,Spain,Mexico,3,3,soccer,international,qualifier,0
m771,2024-11-28,Spain,USA,2,0,soccer,international,qualifier,0
m772,2024-11-29,Tunisia,France,2,3,soccer,international,friendly,0
m773,2024-11-30,Tunisia,Croatia,0,3,soccer,international,league,0
m774,2024-12-01,Tunisia,Japan,2,1,soccer,international,tournament,1
m775,2024-12-02,Tunisia,South Korea,2,2,soccer,international,qualifier,0
m776,2024-12-03,Tunisia,Mexico,1,3,soccer,international,qualifier,0
m777,2024-12-04,Tunisia,USA,2,2,soccer,international,friendly,0
m778,2024-12-05,France,Croatia,4,1,soccer,international,league,0
m779,2024-12-06,France,Japan,2,3,soccer,international,tournament,1
m780,2024-12-07,France,South Korea,3,2,soccer,international,qualifier,0
m781,2024-12-07,France,Mexico,0,1,soccer,international,qualifier,0
m782,2024-12-08,France,USA,2,4,soccer,international,friendly,0
m783,2024-12-09,Croatia,Japan,2,2,soccer,international,league,0
m784,2024-12-10,Croatia,South Korea,0,3,soccer,international,tournament,1
m785,2024-12-11,Croatia,Mexico,0,2,soccer,international,qualifier,0
m786,2024-12-12,Croatia,USA,2,2,soccer,international,qualifier,0
m787,2024-12-13,Japan,South Korea,0,2,soccer,international,friendly,0
m788,2024-12-14,Japan,Mexico,2,7,soccer,international,league,0
m789,2024-12-15,Japan,USA,2,1,soccer,international,tournament,1
m790,2024-12-16,South Korea,Mexico,2,1,soccer,international,qualifier,0
m791,2024-12-16,South Korea,USA,1,0,soccer,international,qualifier,0
m792,2024-12-17,Mexico,USA,1,0,soccer,international,friendly,0
m793,2024-12-18,South Korea,Croatia,6,2,soccer,international,league,0
m794,2024-12-19,South Korea,Tunisia,0,2,soccer,international,tournament,1
m795,2024-12-20,South Korea,USA,1,0,soccer,international,qualifier,0
