min_edge,min_contract_price,max_contract_price,timing_filter,side_filter,favorite_filter,home_away_filter,trades,wins,losses,win_rate,average_edge,average_price,profit_loss_per_dollar_staked,roi,max_drawdown,meets_min_discovery_trades,positive_discovery_roi,specificity_score
0.05,0.2,0.9,4h_plus,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,0.9,4h_plus,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,0.9,4h_plus,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,0.9,4h_plus,both,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,0.9,4h_plus,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,0.9,4h_plus,both,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,0.9,4h_plus,both,both,home_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,0.9,4h_plus,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,0.9,4h_plus,both,both,both,0,0,0,,,,0.0,,0.0,False,False,1
0.05,0.2,1.0,within_30m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,within_30m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,within_30m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,within_30m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,within_30m,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,within_30m,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,within_30m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,within_30m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,within_30m,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,30_to_60m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,30_to_60m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,30_to_60m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,30_to_60m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,30_to_60m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,30_to_60m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,1_to_4h,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,1_to_4h,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,1_to_4h,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,1_to_4h,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,yes_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,yes_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,yes_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,yes_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.2,1.0,4h_plus,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,both,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.2,1.0,4h_plus,both,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,both,both,home_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.2,1.0,4h_plus,both,both,both,0,0,0,,,,0.0,,0.0,False,False,1
0.05,0.3,0.7,within_30m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,within_30m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,within_30m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,within_30m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,within_30m,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,within_30m,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,within_30m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,within_30m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,within_30m,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,30_to_60m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,30_to_60m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,30_to_60m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,30_to_60m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,30_to_60m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,30_to_60m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,1_to_4h,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,1_to_4h,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,1_to_4h,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,1_to_4h,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,yes_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,yes_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,yes_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,yes_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.7,4h_plus,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,both,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.7,4h_plus,both,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,both,both,home_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.7,4h_plus,both,both,both,0,0,0,,,,0.0,,0.0,False,False,1
0.05,0.3,0.8,within_30m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,within_30m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,within_30m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,within_30m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,within_30m,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,within_30m,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,within_30m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,within_30m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,within_30m,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,30_to_60m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,30_to_60m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,30_to_60m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,30_to_60m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,30_to_60m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,30_to_60m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,1_to_4h,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,1_to_4h,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,1_to_4h,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,1_to_4h,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,yes_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,yes_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,yes_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,yes_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.8,4h_plus,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,both,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.8,4h_plus,both,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,both,both,home_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.8,4h_plus,both,both,both,0,0,0,,,,0.0,,0.0,False,False,1
0.05,0.3,0.9,within_30m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,within_30m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,within_30m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,within_30m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,within_30m,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,within_30m,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,within_30m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,within_30m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,within_30m,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,30_to_60m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,30_to_60m,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,30_to_60m,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,30_to_60m,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,30_to_60m,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,30_to_60m,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,1_to_4h,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,1_to_4h,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,1_to_4h,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,1_to_4h,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,yes_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,yes_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,yes_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,yes_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,yes_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,yes_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,yes_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,yes_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,no_only,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,no_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,no_only,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,no_only,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,no_only,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
0.05,0.3,0.9,4h_plus,no_only,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,no_only,both,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,no_only,both,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,no_only,both,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,both,favorites_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,both,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,both,favorites_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,both,underdogs_only,home_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,both,underdogs_only,away_only,0,0,0,,,,0.0,,0.0,False,False,3
0.05,0.3,0.9,4h_plus,both,underdogs_only,both,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,both,both,home_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,both,both,away_only,0,0,0,,,,0.0,,0.0,False,False,2
0.05,0.3,0.9,4h_plus,both,both,both,0,0,0,,,,0.0,,0.0,False,False,1
0.05,0.3,1.0,within_30m,yes_only,favorites_only,away_only,0,0,0,,,,0.0,,0.0,False,False,4
